l2	l1	cosine_dist	max_abs	mean_abs	rel_l2	wt_norm	test_norm	test_id	wt_id
0.21097118	5.8874283	2.7239323e-05	0.02695942	0.0045995535	0.007445872	28.333979	28.314167	tournament_test_29	tournament_wt_1
0.21121612	5.9613614	2.759695e-05	0.02155006	0.0046573137	0.007454517	28.333979	28.321981	tournament_test_30	tournament_wt_1
0.2306996	6.545125	3.2424927e-05	0.025418103	0.005113379	0.008142154	28.333979	28.31287	tournament_test_31	tournament_wt_1
0.45080167	12.716383	0.00012642145	0.047766745	0.009934674	0.015910285	28.333979	28.315699	tournament_test_32	tournament_wt_1
0.26113325	7.423008	4.208088e-05	0.024831817	0.005799225	0.009216258	28.333979	28.31637	tournament_test_33	tournament_wt_1
0.27261123	7.7774353	4.5895576e-05	0.027801767	0.0060761212	0.009621354	28.333979	28.31858	tournament_test_34	tournament_wt_1
0.20581938	5.720253	2.5808811e-05	0.02888298	0.0044689476	0.007264048	28.333979	28.304825	tournament_test_35	tournament_wt_1
0.24722213	7.0387197	3.784895e-05	0.025156468	0.0054989997	0.008725288	28.333979	28.32097	tournament_test_36	tournament_wt_1
0.23999628	6.7912745	3.5226345e-05	0.02325593	0.0053056832	0.008470264	28.333979	28.316813	tournament_test_37	tournament_wt_1
0.21995826	6.211997	2.9325485e-05	0.030014038	0.004853123	0.007763056	28.333979	28.303911	tournament_test_38	tournament_wt_1
0.27777863	7.7577133	4.762411e-05	0.031050697	0.0060607134	0.009803728	28.333979	28.309664	tournament_test_39	tournament_wt_1
0.26452944	7.452369	4.3094158e-05	0.02909951	0.0058221635	0.00933612	28.333979	28.30786	tournament_test_40	tournament_wt_1
0.29661188	8.352089	5.4478645e-05	0.03159599	0.0065250695	0.010468416	28.333979	28.310377	tournament_test_41	tournament_wt_1
0.20220384	5.6260653	2.4676323e-05	0.026327133	0.0043953634	0.0071364436	28.333979	28.30814	tournament_test_42	tournament_wt_1
0.23295803	6.6373434	3.3020973e-05	0.031013489	0.0051854244	0.008221861	28.333979	28.30323	tournament_test_43	tournament_wt_1
0.24383706	6.8536487	3.6656857e-05	0.025557578	0.005354413	0.008605818	28.333979	28.314543	tournament_test_44	tournament_wt_1
0.21473558	6.0031176	2.8371811e-05	0.030267239	0.0046899356	0.00757873	28.333979	28.313412	tournament_test_45	tournament_wt_1
0.32089418	9.188475	6.3598156e-05	0.03399527	0.0071784956	0.011325419	28.333979	28.313147	tournament_test_46	tournament_wt_1
0.20912783	5.80882	2.6583672e-05	0.025373578	0.0045381403	0.0073808143	28.333979	28.3108	tournament_test_47	tournament_wt_1
0.2325141	6.5909734	3.349781e-05	0.02710265	0.0051491978	0.008206193	28.333979	28.315327	tournament_test_48	tournament_wt_1
0.22808865	6.3887224	3.2186508e-05	0.028873801	0.0049911896	0.008050004	28.333979	28.309458	tournament_test_49	tournament_wt_1
0.25510502	7.286619	4.0113926e-05	0.028540015	0.005692671	0.009003501	28.333979	28.305063	tournament_test_50	tournament_wt_1
0.25154817	7.2114506	3.9041042e-05	0.027835414	0.0056339456	0.008877968	28.333979	28.314949	tournament_test_51	tournament_wt_1
0.26356104	7.503215	4.2915344e-05	0.026138201	0.005861887	0.009301943	28.333979	28.312807	tournament_test_52	tournament_wt_1
0.22319293	6.2789845	3.0517578e-05	0.029750824	0.0049054567	0.007877219	28.333979	28.303802	tournament_test_53	tournament_wt_1
0.22595057	6.370391	3.129244e-05	0.027672172	0.0049768677	0.007974545	28.333979	28.30668	tournament_test_54	tournament_wt_1
0.1933983	5.3947024	2.336502e-05	0.024827018	0.0042146114	0.006825667	28.333979	28.323246	tournament_test_55	tournament_wt_1
0.40906194	11.642018	0.000104248524	0.042020857	0.009095327	0.014437151	28.333979	28.32498	tournament_test_56	tournament_wt_1
0.24428606	6.7777042	3.7133694e-05	0.029088214	0.0052950815	0.008621665	28.333979	28.326565	tournament_test_57	tournament_wt_1
0.27424616	7.7056713	4.6789646e-05	0.030032247	0.0060200556	0.009679056	28.333979	28.32581	tournament_test_58	tournament_wt_1
0.260601	7.3235006	4.220009e-05	0.03622186	0.005721485	0.0091974735	28.333979	28.32788	tournament_test_59	tournament_wt_1
0.22882004	6.409695	3.2305717e-05	0.025778055	0.0050075743	0.0080758175	28.333979	28.321638	tournament_test_60	tournament_wt_1
0.5415763	15.3635845	0.00018256903	0.05729933	0.012002801	0.019114023	28.333979	28.31858	tournament_test_61	tournament_wt_1
0.25717345	7.2359495	4.1246414e-05	0.02523394	0.0056530857	0.009076503	28.333979	28.320417	tournament_test_62	tournament_wt_1
0.2667365	7.526675	4.4047832e-05	0.026587382	0.005880215	0.009414015	28.333979	28.317364	tournament_test_63	tournament_wt_1
0.21643856	6.0707645	2.8908253e-05	0.033049703	0.004742785	0.007638834	28.333979	28.3128	tournament_test_64	tournament_wt_1
0.3931947	11.145014	9.62019e-05	0.042852104	0.008707042	0.013877144	28.333979	28.319159	tournament_test_65	tournament_wt_1
0.21538773	6.0625343	2.861023e-05	0.025662825	0.004736355	0.007601747	28.333979	28.315842	tournament_test_66	tournament_wt_1
0.23065542	6.5335226	3.3318996e-05	0.026591524	0.0051043145	0.008140594	28.333979	28.318407	tournament_test_67	tournament_wt_1
0.2511424	7.0250235	3.8981438e-05	0.0439199	0.0054882998	0.008863648	28.333979	28.314661	tournament_test_68	tournament_wt_1
0.27684134	7.8326893	4.7504902e-05	0.027510107	0.0061192885	0.009770649	28.333979	28.330162	tournament_test_69	tournament_wt_1
0.35321134	9.986108	7.772446e-05	0.04492116	0.007801647	0.0124659985	28.333979	28.33434	tournament_test_70	tournament_wt_1
0.33570865	9.580121	7.009506e-05	0.033214636	0.0074844696	0.011848271	28.333979	28.346437	tournament_test_71	tournament_wt_1
0.28629833	8.163941	5.1140785e-05	0.032026395	0.0063780793	0.010104417	28.333979	28.335732	tournament_test_72	tournament_wt_1
0.21257119	5.9625463	2.783537e-05	0.022941768	0.0046582394	0.0075023416	28.333979	28.3136	tournament_test_73	tournament_wt_1
0.34126952	9.703267	7.200241e-05	0.03598626	0.0075806775	0.012044532	28.333979	28.350475	tournament_test_74	tournament_wt_1
0.2692383	7.6492066	4.4882298e-05	0.029294953	0.0059759426	0.009502311	28.333979	28.335773	tournament_test_75	tournament_wt_1
0.20164326	5.6694145	2.4855137e-05	0.02530621	0.00442923	0.0071166586	28.333979	28.31443	tournament_test_76	tournament_wt_1
0.34703794	9.820566	7.498264e-05	0.050845444	0.0076723173	0.012248119	28.333979	28.3185	tournament_test_77	tournament_wt_1
0.25477615	7.1674123	3.9994717e-05	0.027238294	0.0055995407	0.008991894	28.333979	28.317196	tournament_test_78	tournament_wt_1
0.27260813	7.614907	4.595518e-05	0.027432218	0.005949146	0.009621244	28.333979	28.318077	tournament_test_79	tournament_wt_1
0.23997036	6.733946	3.5643578e-05	0.026858747	0.005260895	0.008469349	28.333979	28.330284	tournament_test_80	tournament_wt_1
0.22263162	6.285741	3.0755997e-05	0.02385813	0.004910735	0.007857407	28.333979	28.31475	tournament_test_81	tournament_wt_1
0.29727638	8.46944	5.5134296e-05	0.030066997	0.0066167503	0.0104918685	28.333979	28.328074	tournament_test_82	tournament_wt_1
0.22723679	6.429483	3.1888485e-05	0.025311448	0.0050230334	0.008019939	28.333979	28.322798	tournament_test_83	tournament_wt_1
0.27008468	7.7497063	4.4941902e-05	0.028981328	0.006054458	0.009532183	28.333979	28.318342	tournament_test_84	tournament_wt_1
0.23873807	6.715643	3.4987926e-05	0.025765408	0.005246596	0.008425858	28.333979	28.330326	tournament_test_85	tournament_wt_1
0.2578216	7.328705	4.1007996e-05	0.02791214	0.0057255505	0.009099378	28.333979	28.3297	tournament_test_86	tournament_wt_1
0.21299993	5.978385	2.783537e-05	0.024239972	0.0046706134	0.0075174733	28.333979	28.315666	tournament_test_87	tournament_wt_1
0.2257635	6.3349476	3.1650066e-05	0.026598811	0.0049491776	0.007967942	28.333979	28.324873	tournament_test_88	tournament_wt_1
0.2198819	6.3106613	2.9921532e-05	0.02507864	0.0049302042	0.0077603613	28.333979	28.321264	tournament_test_89	tournament_wt_1
0.26266906	7.5398307	4.249811e-05	0.025282025	0.005890493	0.009270461	28.333979	28.318077	tournament_test_90	tournament_wt_1
0.19905174	5.520386	2.4139881e-05	0.025916338	0.0043128016	0.0070251953	28.333979	28.309092	tournament_test_91	tournament_wt_1
0.22263967	6.2870054	3.0338764e-05	0.028003335	0.004911723	0.0078576915	28.333979	28.31687	tournament_test_92	tournament_wt_1
0.33847487	9.634163	7.110834e-05	0.05583054	0.0075266897	0.0119459	28.333979	28.320023	tournament_test_93	tournament_wt_1
0.36271578	10.200736	8.147955e-05	0.03527969	0.007969325	0.012801442	28.333979	28.31437	tournament_test_94	tournament_wt_1
0.40679592	11.400669	0.0001026988	0.036918923	0.008906772	0.014357176	28.333979	28.315289	tournament_test_95	tournament_wt_1
0.22857808	6.4354553	3.2186508e-05	0.025791764	0.0050276993	0.008067278	28.333979	28.321163	tournament_test_96	tournament_wt_1
0.24726231	7.064701	3.761053e-05	0.02568876	0.005519298	0.008726707	28.333979	28.313004	tournament_test_97	tournament_wt_1
0.40838364	11.599659	0.0001039505	0.041476294	0.009062233	0.0144132115	28.333979	28.323856	tournament_test_98	tournament_wt_1
0.23377258	6.56619	3.3795834e-05	0.024864078	0.0051298356	0.008250609	28.333979	28.31678	tournament_test_99	tournament_wt_1
0.3449372	9.873587	7.379055e-05	0.03376846	0.0077137398	0.012173977	28.333979	28.312134	tournament_test_100	tournament_wt_1
0.2454963	6.992056	3.7372112e-05	0.024737697	0.0054625436	0.008664378	28.333979	28.321798	tournament_test_101	tournament_wt_1
0.2343125	6.647189	3.385544e-05	0.027025998	0.0051931166	0.008269665	28.333979	28.319624	tournament_test_102	tournament_wt_1
0.22887014	6.4181027	3.2424927e-05	0.0321697	0.005014143	0.008077586	28.333979	28.314274	tournament_test_103	tournament_wt_1
0.24928783	7.062125	3.838539e-05	0.021852538	0.0055172853	0.008798193	28.333979	28.320831	tournament_test_104	tournament_wt_1
0.24193498	6.933599	3.6001205e-05	0.024931923	0.0054168743	0.008538688	28.333979	28.318338	tournament_test_105	tournament_wt_1
0.29785037	8.436838	5.4955482e-05	0.028209545	0.00659128	0.010512127	28.333979	28.31542	tournament_test_106	tournament_wt_1
0.21216281	5.919467	2.7477741e-05	0.026704788	0.0046245838	0.0074879285	28.333979	28.307297	tournament_test_107	tournament_wt_1
0.41730538	12.014435	0.000108122826	0.04851246	0.009386277	0.01472809	28.333979	28.30763	tournament_test_108	tournament_wt_1
0.30426097	8.543821	5.7399273e-05	0.030913286	0.0066748606	0.010738377	28.333979	28.309252	tournament_test_109	tournament_wt_1
0.32496405	9.046656	6.508827e-05	0.034053072	0.0070677	0.011469058	28.333979	28.308186	tournament_test_110	tournament_wt_1
0.24573806	6.840731	3.7372112e-05	0.03275828	0.005344321	0.008672911	28.333979	28.314976	tournament_test_111	tournament_wt_1
0.25287288	7.1385937	3.8802624e-05	0.034160614	0.0055770264	0.008924722	28.333979	28.29909	tournament_test_112	tournament_wt_1
0.3196282	9.048902	6.330013e-05	0.029826067	0.0070694545	0.011280739	28.333979	28.317083	tournament_test_113	tournament_wt_1
0.2502412	7.0037622	3.8564205e-05	0.032030463	0.005471689	0.008831841	28.333979	28.314869	tournament_test_114	tournament_wt_1
0.27956146	7.9758005	4.8220158e-05	0.029626071	0.0062310942	0.00986665	28.333979	28.306702	tournament_test_115	tournament_wt_1
0.24049085	6.7350817	3.6001205e-05	0.028178453	0.0052617826	0.008487719	28.333979	28.316833	tournament_test_116	tournament_wt_1
0.22970921	6.4582586	3.2544136e-05	0.027227283	0.0050455146	0.008107199	28.333979	28.313269	tournament_test_117	tournament_wt_1
0.2265632	6.2786283	3.1650066e-05	0.034964085	0.004905178	0.007996166	28.333979	28.311205	tournament_test_118	tournament_wt_1
0.21245034	5.980528	2.7537346e-05	0.021471739	0.0046722875	0.0074980767	28.333979	28.312937	tournament_test_119	tournament_wt_1
0.20172758	5.6608086	2.5093555e-05	0.025391921	0.004422507	0.007119635	28.333979	28.31691	tournament_test_120	tournament_wt_1
0.368866	10.4938755	8.440018e-05	0.04695356	0.00819834	0.013018504	28.333979	28.310938	tournament_test_121	tournament_wt_1
0.22583707	6.407756	3.1411648e-05	0.026529253	0.005006059	0.007970539	28.333979	28.319817	tournament_test_122	tournament_wt_1
0.2297387	6.488192	3.272295e-05	0.025809616	0.0050689	0.00810824	28.333979	28.321983	tournament_test_123	tournament_wt_1
0.22020435	6.0661626	2.9981136e-05	0.033590198	0.0047391895	0.007771741	28.333979	28.316	tournament_test_124	tournament_wt_1
0.2170393	6.1025724	2.9206276e-05	0.02492921	0.004767635	0.007660036	28.333979	28.31847	tournament_test_125	tournament_wt_1
0.27913278	8.0074625	4.8577785e-05	0.024377093	0.00625583	0.009851521	28.333979	28.323639	tournament_test_126	tournament_wt_1
0.22469486	6.31772	3.129244e-05	0.03192675	0.0049357186	0.007930227	28.333979	28.311123	tournament_test_127	tournament_wt_1
0.27513957	7.8565044	4.708767e-05	0.03137797	0.006137894	0.009710588	28.333979	28.322392	tournament_test_128	tournament_wt_1
0.21954024	6.1526136	2.9802322e-05	0.029544711	0.0048067295	0.0077483025	28.333979	28.316248	tournament_test_129	tournament_wt_1
0.20417061	5.6897793	2.5391579e-05	0.028731823	0.0044451403	0.0072058574	28.333979	28.311785	tournament_test_130	tournament_wt_1
0.2091344	5.8712997	2.69413e-05	0.024700165	0.0045869527	0.007381046	28.333979	28.31739	tournament_test_131	tournament_wt_1
0.22332983	6.2875156	3.0636787e-05	0.028005034	0.0049121217	0.007882049	28.333979	28.314302	tournament_test_132	tournament_wt_1
0.20657489	5.8442407	2.6166439e-05	0.026759952	0.004565813	0.007290712	28.333979	28.320217	tournament_test_133	tournament_wt_1
0.26590306	7.5963707	4.386902e-05	0.02481538	0.0059346645	0.0093846	28.333979	28.322187	tournament_test_134	tournament_wt_1
0.19654128	5.4660945	2.3663044e-05	0.026799202	0.0042703864	0.006936593	28.333979	28.31714	tournament_test_135	tournament_wt_1
0.2578289	7.313862	4.118681e-05	0.027782083	0.0057139546	0.009099636	28.333979	28.327162	tournament_test_136	tournament_wt_1
0.2851291	8.053545	5.0365925e-05	0.034148812	0.006291832	0.010063151	28.333979	28.314873	tournament_test_137	tournament_wt_1
0.27091295	7.71681	4.541874e-05	0.025199277	0.006028758	0.009561416	28.333979	28.332262	tournament_test_138	tournament_wt_1
0.2521546	7.1352987	3.9696693e-05	0.023233533	0.005574452	0.008899371	28.333979	28.328554	tournament_test_139	tournament_wt_1
0.20284034	5.5813503	2.5510788e-05	0.034679413	0.00436043	0.007158908	28.333979	28.311148	tournament_test_140	tournament_wt_1
0.27126193	7.719235	4.5716763e-05	0.02452173	0.006030652	0.0095737325	28.333979	28.335629	tournament_test_141	tournament_wt_1
0.23783351	6.773724	3.528595e-05	0.021652952	0.005291972	0.008393933	28.333979	28.329275	tournament_test_142	tournament_wt_1
0.23403528	6.5925813	3.385544e-05	0.024446666	0.005150454	0.00825988	28.333979	28.312593	tournament_test_143	tournament_wt_1
0.2943195	8.367519	5.4001808e-05	0.02901333	0.0065371245	0.010387511	28.333979	28.332376	tournament_test_144	tournament_wt_1
0.21822505	6.116372	2.9563904e-05	0.024076805	0.004778416	0.007701885	28.333979	28.318245	tournament_test_145	tournament_wt_1
0.2153526	6.10174	2.861023e-05	0.024754211	0.0047669844	0.007600507	28.333979	28.31873	tournament_test_146	tournament_wt_1
0.2412823	6.778578	3.618002e-05	0.02281376	0.0052957637	0.008515652	28.333979	28.330856	tournament_test_147	tournament_wt_1
0.27356592	7.844137	4.6372414e-05	0.023786109	0.006128232	0.009655048	28.333979	28.334894	tournament_test_148	tournament_wt_1
0.25012222	7.1010714	3.8921833e-05	0.025767118	0.005547712	0.008827642	28.333979	28.32812	tournament_test_149	tournament_wt_1
0.2880861	8.184824	5.1677227e-05	0.031298846	0.0063943937	0.010167513	28.333979	28.330286	tournament_test_150	tournament_wt_1
0.2481648	7.068464	3.8325787e-05	0.021961398	0.005522237	0.008758558	28.333979	28.33064	tournament_test_151	tournament_wt_1
0.24044624	6.7779083	3.5643578e-05	0.023695856	0.005295241	0.008486144	28.333979	28.321363	tournament_test_152	tournament_wt_1
0.23763506	6.6929584	3.4749508e-05	0.026170537	0.005228874	0.008386929	28.333979	28.31278	tournament_test_153	tournament_wt_1
0.2288699	6.4262986	3.248453e-05	0.03301823	0.005020546	0.008077577	28.333979	28.315832	tournament_test_154	tournament_wt_1
0.21074732	5.9313188	2.6881695e-05	0.026517868	0.004633843	0.007437971	28.333979	28.306925	tournament_test_155	tournament_wt_1
0.3089596	8.693606	5.888939e-05	0.035505675	0.00679188	0.010904208	28.333979	28.30353	tournament_test_156	tournament_wt_1
0.23587252	6.6854258	3.415346e-05	0.034151047	0.005222989	0.008324723	28.333979	28.302254	tournament_test_157	tournament_wt_1
0.2362989	6.670644	3.4034252e-05	0.029495358	0.0052114404	0.008339771	28.333979	28.305437	tournament_test_158	tournament_wt_1
0.2579734	7.2110543	4.094839e-05	0.03322923	0.0056336364	0.009104736	28.333979	28.304474	tournament_test_159	tournament_wt_1
0.21624616	6.003731	2.9206276e-05	0.027299091	0.0046904148	0.0076320437	28.333979	28.317108	tournament_test_160	tournament_wt_1
0.23421858	6.6241007	3.385544e-05	0.025286153	0.0051750788	0.00826635	28.333979	28.319311	tournament_test_161	tournament_wt_1
0.24153253	6.7711024	3.5464764e-05	0.03237915	0.005289924	0.008524483	28.333979	28.303827	tournament_test_162	tournament_wt_1
0.23611669	6.7589912	3.451109e-05	0.023910165	0.005280462	0.00833334	28.333979	28.317213	tournament_test_163	tournament_wt_1
0.23784669	6.675441	3.46303e-05	0.029291153	0.005215188	0.008394398	28.333979	28.30553	tournament_test_164	tournament_wt_1
0.23115373	6.574395	3.2544136e-05	0.025146484	0.0051362463	0.008158181	28.333979	28.30824	tournament_test_165	tournament_wt_1
0.2077822	5.87765	2.6464462e-05	0.029154226	0.004591914	0.007333322	28.333979	28.31143	tournament_test_166	tournament_wt_1
0.24991526	7.069459	3.862381e-05	0.023665488	0.005523015	0.008820337	28.333979	28.321146	tournament_test_167	tournament_wt_1
0.21118163	5.988577	2.7418137e-05	0.024486318	0.004678576	0.0074532996	28.333979	28.314415	tournament_test_168	tournament_wt_1
0.26180333	7.451653	4.2438507e-05	0.029176205	0.005821604	0.009239907	28.333979	28.3183	tournament_test_169	tournament_wt_1
0.28892365	8.104092	5.1558018e-05	0.04244899	0.006331322	0.010197073	28.333979	28.32172	tournament_test_170	tournament_wt_1
0.50312155	14.218881	0.00015759468	0.059281565	0.011108501	0.017756827	28.333979	28.324814	tournament_test_171	tournament_wt_1
0.28650808	8.168896	5.096197e-05	0.035883307	0.00638195	0.01011182	28.333979	28.324343	tournament_test_172	tournament_wt_1
0.2656146	7.478463	4.3451786e-05	0.025414228	0.0058425493	0.009374419	28.333979	28.316696	tournament_test_173	tournament_wt_1
0.40837362	11.549782	0.0001039505	0.061124682	0.009023267	0.0144128585	28.333979	28.323313	tournament_test_174	tournament_wt_1
0.3130954	8.848757	6.0737133e-05	0.042080164	0.006913091	0.011050174	28.333979	28.32562	tournament_test_175	tournament_wt_1
0.27130622	7.6258497	4.529953e-05	0.040733695	0.005957695	0.009575295	28.333979	28.309345	tournament_test_176	tournament_wt_1
0.42328608	12.014806	0.00011128187	0.05783415	0.009386567	0.0149391685	28.333979	28.326668	tournament_test_177	tournament_wt_1
0.23036703	6.487669	3.296137e-05	0.02801098	0.005068491	0.008130416	28.333979	28.31918	tournament_test_178	tournament_wt_1
0.36547732	10.322034	8.291006e-05	0.048569083	0.008064089	0.012898906	28.333979	28.325264	tournament_test_179	tournament_wt_1
0.32173157	9.06663	6.425381e-05	0.045408964	0.007083305	0.011354974	28.333979	28.328207	tournament_test_180	tournament_wt_1
0.33202952	9.395704	6.824732e-05	0.0503304	0.007340394	0.011718422	28.333979	28.319017	tournament_test_181	tournament_wt_1
0.32065785	9.136659	6.353855e-05	0.04048948	0.007138015	0.011317078	28.333979	28.331278	tournament_test_182	tournament_wt_1
0.23710099	6.633485	3.451109e-05	0.034262255	0.00518241	0.00836808	28.333979	28.31543	tournament_test_183	tournament_wt_1
0.26518747	7.5048714	4.351139e-05	0.034957528	0.005863181	0.009359345	28.333979	28.327341	tournament_test_184	tournament_wt_1
0.3129419	8.709259	6.0856342e-05	0.04289536	0.0068041086	0.011044757	28.333979	28.316708	tournament_test_185	tournament_wt_1
0.37257957	10.592218	8.6426735e-05	0.05630517	0.008275171	0.013149568	28.333979	28.335463	tournament_test_186	tournament_wt_1
0.33671516	9.609066	7.05719e-05	0.047444105	0.007507083	0.011883794	28.333979	28.333588	tournament_test_187	tournament_wt_1
0.2157733	5.975564	2.861023e-05	0.03092122	0.0046684095	0.007615355	28.333979	28.308762	tournament_test_188	tournament_wt_1
0.37987366	10.778443	8.928776e-05	0.054304004	0.008420659	0.013407	28.333979	28.342642	tournament_test_189	tournament_wt_1
0.2583111	7.2573776	4.1425228e-05	0.03848338	0.005669826	0.009116654	28.333979	28.320312	tournament_test_190	tournament_wt_1
0.23698409	6.6279907	3.4868717e-05	0.034103133	0.0051781177	0.008363954	28.333979	28.315447	tournament_test_191	tournament_wt_1
0.29495385	8.343437	5.4121017e-05	0.04585898	0.0065183104	0.010409899	28.333979	28.327793	tournament_test_192	tournament_wt_1
0.28110465	7.9154663	4.8935413e-05	0.025377467	0.006183958	0.009921115	28.333979	28.312572	tournament_test_193	tournament_wt_1
0.2977197	8.521683	5.5134296e-05	0.028998874	0.0066575645	0.010507515	28.333979	28.319706	tournament_test_194	tournament_wt_1
0.30247563	8.520327	5.6564808e-05	0.02848228	0.006656505	0.010675367	28.333979	28.320549	tournament_test_195	tournament_wt_1
0.3174696	8.902935	6.276369e-05	0.02940756	0.006955418	0.011204554	28.333979	28.319174	tournament_test_196	tournament_wt_1
0.3361994	9.547961	6.9856644e-05	0.040864646	0.007459345	0.011865591	28.333979	28.317383	tournament_test_197	tournament_wt_1
0.28280386	7.9815264	4.929304e-05	0.029676862	0.0062355674	0.009981086	28.333979	28.314884	tournament_test_198	tournament_wt_1
0.34403935	9.818493	7.355213e-05	0.03919012	0.0076706978	0.0121422885	28.333979	28.328123	tournament_test_199	tournament_wt_1
0.31877327	9.133486	6.28829e-05	0.030314468	0.0071355356	0.011250565	28.333979	28.321247	tournament_test_200	tournament_wt_1
0.36758018	10.327436	8.3982944e-05	0.036986634	0.00806831	0.012973122	28.333979	28.319548	tournament_test_201	tournament_wt_1
0.32160488	9.141705	6.4373016e-05	0.032269195	0.0071419566	0.011350502	28.333979	28.320274	tournament_test_202	tournament_wt_1
0.2720269	7.7510986	4.5657158e-05	0.030095946	0.006055546	0.009600731	28.333979	28.317266	tournament_test_203	tournament_wt_1
0.2810445	7.9111214	4.87566e-05	0.027489051	0.0061805635	0.009918992	28.333979	28.322607	tournament_test_204	tournament_wt_1
0.28366625	8.0596485	4.9829483e-05	0.030205548	0.0062966	0.010011522	28.333979	28.327787	tournament_test_205	tournament_wt_1
0.31553265	8.886734	6.169081e-05	0.02893987	0.006942761	0.011136193	28.333979	28.3184	tournament_test_206	tournament_wt_1
0.3497052	9.839869	7.605553e-05	0.03458013	0.0076873973	0.012342255	28.333979	28.326494	tournament_test_207	tournament_wt_1
0.21877185	6.0803223	2.9742718e-05	0.02246803	0.004750252	0.0077211834	28.333979	28.314766	tournament_test_208	tournament_wt_1
0.2923721	8.286232	5.286932e-05	0.030702233	0.0064736186	0.01031878	28.333979	28.314703	tournament_test_209	tournament_wt_1
0.2255588	6.3429894	3.1352043e-05	0.024166226	0.0049554603	0.007960717	28.333979	28.31109	tournament_test_210	tournament_wt_1
0.21127857	5.9100437	2.7239323e-05	0.024694443	0.0046172217	0.007456721	28.333979	28.30734	tournament_test_211	tournament_wt_1
